,filename,language,dataset_name,ocr.line,ocr.sentence,groundtruth.line,groundtruth.sentence,prediction.line,model,prompt,prompt_text,file,name_of_file_idx,prediction.line.postprocessed,post-processings,line-lev-ocr,line-lev-pred,line-lev-improvement,quality-band-line,line-lev-pred-postprocessed,line-lev-improvement-postprocessed,overall-levenshtein-improvement,overall-levenshtein-improvement-postprocessed,overall-lev-ocr,improvement-band
0,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet. 
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_0,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",NONE,0.9927536231884058,0.9927536231884058,0.0,99-100%,0.9927536231884058,0.0,0.0,0.0,0.9927536231884058,No Improvement
1,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le charcour absolu.",No text,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.",No text,"Voici le texte corrigé :

- Si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargement absolu.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_1,"Voici le texte corrigé :

- Si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargement absolu.",NONE,0.9945205479452055,0.9211195928753181,-0.07380536804547909,99-100%,0.9211195928753181,-0.07380536804547909,-0.07380536804547909,-0.07380536804547909,0.9945205479452055,Negative Improvement
2,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"Voici le texte corrigé :

- Si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_2,"Voici le texte corrigé :

- Si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",NONE,1.0,0.9105960264900662,-0.08940397350993379,99-100%,0.9105960264900662,-0.08940397350993379,-0.08940397350993379,-0.08940397350993379,1.0,Negative Improvement
3,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Le programme objet binaire est alors conservé dans une forme spéciale dite relcagable parce que le charcour qui le prendra en compte pourra le placer n'importe où. Mais ce ""hargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous : carlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite ""relocatable"" parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce ""chargeur"", capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_3,"Le programme objet binaire est alors conservé dans une forme spéciale dite ""relocatable"" parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce ""chargeur"", capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",NONE,0.9714285714285714,0.9779874213836478,0.006751757306696278,80-99%,0.9779874213836478,0.006751757306696278,0.006751757306696278,0.006751757306696278,0.9714285714285714,Positive Improvement
4,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Aucune erreur n'a été détectée dans le texte fourni. Le texte est donc :

"" Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation. """,meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_4,"Aucune erreur n'a été détectée dans le texte fourni. Le texte est donc :

"" Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",NONE,1.0,0.6736401673640168,-0.3263598326359832,99-100%,0.679324894514768,-0.32067510548523204,-0.3263598326359832,-0.32067510548523204,1.0,Negative Improvement
5,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,# Sous-programmes,No text,Sous-programmes,No text,"## Sous-programmes

### Définition et rôle des sous-programmes

Les sous-programmes sont des segments de code qui réalisent une tâche spécifique et qui peuvent être appelés depuis plusieurs endroits d'un programme. Ils sont essentiels pour améliorer la structure, la lisibilité et la maintenabilité des programmes informatiques.

### Caractéristiques des sous-programmes

- **Réutilisation de code** : Les sous-programmes permettent de réutiliser du code, réduisant ainsi la redondance et facilitant la modification future du programme.
- **Modularité** : Ils favorisent une approche modulaire de la programmation, où chaque module ou sous-programme a une fonction spécifique et bien définie.
- **Simplification de la lecture** : En décomposant un programme en sous-programmes, la compréhension et la lecture du code source sont facilitées.

### Types de sous-programmes

- **Procédures** : Ce sont des sous-programmes qui ne retournent pas de valeur. Ils sont utilisés pour exécuter une série d'instructions qui ont un effet secondaire, comme afficher des informations ou mettre à jour des données.
- **Fonctions** : Contrairement aux procédures, les fonctions retournent une valeur. Elles sont utilisées pour effectuer des calculs ou des traitements de données et sont essentielles pour la programmation structurée.

### Avantages des sous-programmes

- **Meilleure organisation du code** : Les sous-programmes aident à organiser le code de manière logique et structurée.
- **Réduction des erreurs** : En réutilisant du code éprouvé, on réduit le risque d'introduire des erreurs dans le programme.
- **Efficacité** : Ils permettent d'exécuter des tâches répétitives de manière efficace et économique.

### Exemple de sous-programme

Voici un exemple simple en Python d'un sous-programme (ou fonction) qui calcule l'aire d'un rectangle :

```python
def calculer_aire(longueur, largeur):
    return longueur * largeur

# Appel du sous-programme
longueur = 5
largeur = 3
aire = calculer_aire(longueur, largeur)
print(f""L'aire du rectangle est : {aire}"")
```

Dans cet exemple, `calculer_aire` est un sous-programme qui prend en paramètres la longueur et la largeur d'un rectangle et retourne son aire. Ce sous-programme peut être appelé plusieurs fois dans le code, facilitant ainsi la réutilisation et la maintenance du programme.

### Conclusion

Les sous-programmes sont des outils puissants en programmation qui permettent d'écrire des codes plus efficaces, lisibles et maintenables. Ils jouent un rôle crucial dans la construction de programmes complexes en les décomposant en tâches plus simples et gérables.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_5,"## Sous-programmes

### D",PRED-TEXT-TRUNCATED|,0.8823529411764706,0.0057405281285878304,-0.9934940681209338,80-99%,0.6,-0.32,-0.9934940681209338,-0.32,0.8823529411764706,Negative Improvement
6,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_6,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",NONE,1.0,1.0,0.0,99-100%,1.0,0.0,0.0,0.0,1.0,No Improvement
7,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence $A$ est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_7,"a) ou bien cette séquence $A$ est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",NONE,0.9775280898876404,0.9666666666666667,-0.011111111111111047,80-99%,0.9666666666666667,-0.011111111111111047,-0.011111111111111047,-0.011111111111111047,0.9775280898876404,Negative Improvement
8,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sousprogramme, st dit fermé, et il faut y renvoyer par unerupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"Voici le texte corrigé :

"" b) Ou bien la séquence A n'est écrite qu'une fois et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y revenir par une rupture de séquence. A la fin de la séquence A, le sous-programme doit revenir au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur. """,meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_8,"Voici le texte corrigé :

"" b) Ou bien la séquence A n'est écrite qu'une fois et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y revenir par une rupture de séquence. A la fin de la séquence A, le sous-programme doit revenir au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",NONE,0.9896694214876033,0.9197651663405088,-0.07063394465802454,80-99%,0.9233791748526523,-0.06698221163114045,-0.07063394465802454,-0.06698221163114045,0.9896694214876033,Negative Improvement
9,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,Un programme doit en général passer des paramètres à un sousprogramme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,"Le texte ne présente pas d'erreurs évidentes dues à l'OCR. Cependant, pour garantir la correction et la clarté, voici une transcription attentive :

""Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.""

Je n'ai apporté aucune modification au texte car il semblait déjà correct et clair. Les mots et les phrases sont bien formés, et il n'y a pas de signes de mauvaise interprétation par un logiciel d'OCR.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_complex_01,prompt_complex_01,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_9,"Le texte ne présente pas d'erreurs évidentes dues à l'OCR. Cependant, pour garantir la correction et la clarté, voici une transcription attentive :

""Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appel",PRED-TEXT-TRUNCATED|,0.99375,0.311284046692607,-0.6867581920074395,99-100%,0.24789915966386555,-0.7505417261244121,-0.6867581920074395,-0.7505417261244121,0.99375,Negative Improvement
