,filename,language,dataset_name,ocr.line,ocr.sentence,groundtruth.line,groundtruth.sentence,prediction.line,model,prompt,prompt_text,file,name_of_file_idx,prediction.line.postprocessed,post-processings,line-lev-ocr,line-lev-pred,line-lev-improvement,quality-band-line,line-lev-pred-postprocessed,line-lev-improvement-postprocessed,overall-levenshtein-improvement,overall-levenshtein-improvement-postprocessed,overall-lev-ocr,improvement-band
0,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet. 
Nous devons distinguer plusieurs cas :",No text,"Le texte est déjà corrigé, il ne comporte aucune faute d'orthographe ou de grammaire. Il est prêt à être utilisé tel quel :

 Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
 Nous devons distinguer plusieurs cas :",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_0,"Le texte est déjà corrigé, il ne comporte aucune faute d'orthographe ou de grammaire. Il est prêt à être utilisé tel quel :

 Une dernière remarque porte sur la forme du produit principal de l'assemblage,",PRED-TEXT-TRUNCATED|,0.9927536231884058,0.5151515151515151,-0.4810882548108825,99-100%,0.2549019607843137,-0.7432374409617862,-0.4810882548108825,-0.7432374409617862,0.9927536231884058,Negative Improvement
1,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le charcour absolu.",No text,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.",No text,"TEXTE CORRIGÉ : 

- Si la machine est très petite, dépourvue de mémoire auxiliaire et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargement absolu.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_1,"TEXTE CORRIGÉ : 

- Si la machine est très petite, dépourvue de mémoire auxiliaire et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargement absolu.",NONE,0.9945205479452055,0.9375,-0.05733471074380168,99-100%,0.9375,-0.05733471074380168,-0.05733471074380168,-0.05733471074380168,0.9945205479452055,Negative Improvement
2,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"TEXTE CORRIGÉ : 

- Si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_2,"TEXTE CORRIGÉ : 

- Si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",NONE,1.0,0.935374149659864,-0.06462585034013602,99-100%,0.935374149659864,-0.06462585034013602,-0.06462585034013602,-0.06462585034013602,1.0,Negative Improvement
3,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Le programme objet binaire est alors conservé dans une forme spéciale dite relcagable parce que le charcour qui le prendra en compte pourra le placer n'importe où. Mais ce ""hargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous : carlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",No text,"Voici le texte corrigé :

Le programme objet binaire est alors conservé dans une forme spéciale dite ""relocatable"" parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_3,"Voici le texte corrigé :

Le programme objet binaire est alors conservé dans une forme spéciale dite ""relocatable"" parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",NONE,0.9714285714285714,0.9093567251461988,-0.06389748882008946,80-99%,0.9093567251461988,-0.06389748882008946,-0.06389748882008946,-0.06389748882008946,0.9714285714285714,Negative Improvement
4,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Le texte est déjà correct, aucune modification n'est nécessaire :

Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_4,"Le texte est déjà correct, aucune modification n'est nécessaire :

Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",NONE,1.0,0.706140350877193,-0.29385964912280704,99-100%,0.706140350877193,-0.29385964912280704,-0.29385964912280704,-0.29385964912280704,1.0,Negative Improvement
5,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,# Sous-programmes,No text,Sous-programmes,No text,TEXTE : ## Sous-programmes,meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_5,TEXTE : ## Sous-programme,PRED-TEXT-TRUNCATED|,0.8823529411764706,0.5769230769230769,-0.3461538461538462,80-99%,0.52,-0.4106666666666666,-0.3461538461538462,-0.4106666666666666,0.8823529411764706,Negative Improvement
6,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"TEXTE CORRIGÉ : 

Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du même travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de l'utiliser ou de s'en servir. 

 Mais je pense que la correction pourrait etre 

Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du même  travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_6,"TEXTE CORRIGÉ : 

Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du même travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de l'utiliser ou de s'en servir. 

 Mais je pense que la correction pourrait etre 

Il est fréquent qu'une séquence d'",PRED-TEXT-TRUNCATED|,1.0,0.4186046511627907,-0.5813953488372092,99-100%,0.6666666666666666,-0.33333333333333337,-0.5813953488372092,-0.33333333333333337,1.0,Negative Improvement
7,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"TEXTE CORRIGÉ : 
a) Ou bien cette séquence $A$ est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction ; c'est un sous-programme ouvert.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_7,"TEXTE CORRIGÉ : 
a) Ou bien cette séquence $A$ est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction ; c'est un sous-programme ouvert.",NONE,0.9775280898876404,0.8686868686868687,-0.11134331823986987,80-99%,0.8686868686868687,-0.11134331823986987,-0.11134331823986987,-0.11134331823986987,0.9775280898876404,Negative Improvement
8,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sousprogramme, st dit fermé, et il faut y renvoyer par unerupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"Voici le texte corrigé :

b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_8,"Voici le texte corrigé :

b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",NONE,0.9896694214876033,0.9470588235294117,-0.043055384993245745,80-99%,0.9470588235294117,-0.043055384993245745,-0.043055384993245745,-0.043055384993245745,0.9896694214876033,Negative Improvement
9,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,Un programme doit en général passer des paramètres à un sousprogramme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,TEXTE CORRIGÉ : Un programme doit en général passer des paramètres à un sous-programme qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,meta-llama-llama-4-scout-17b-16e-instruct-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-scout-17b-16e-instruct-temp0.7.jsonl_9,TEXTE CORRIGÉ : Un programme doit en général passer des paramètres à un sous-programme qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,NONE,0.99375,0.8705882352941177,-0.12393636699963004,99-100%,0.8705882352941177,-0.12393636699963004,-0.12393636699963004,-0.12393636699963004,0.99375,Negative Improvement
