,filename,language,dataset_name,ocr.line,ocr.sentence,groundtruth.line,groundtruth.sentence,prediction.line,model,prompt,prompt_text,file,name_of_file_idx,prediction.line.postprocessed,post-processings,line-lev-ocr,line-lev-pred,line-lev-improvement,quality-band-line,line-lev-pred-postprocessed,line-lev-improvement-postprocessed,overall-levenshtein-improvement,overall-levenshtein-improvement-postprocessed,overall-lev-ocr,improvement-band
0,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet. 
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_0,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",NONE,0.9927536231884058,0.9927536231884058,0.0,99-100%,0.9927536231884058,0.0,0.0,0.0,0.9927536231884058,No Improvement
1,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le charcour absolu.",No text,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.",No text,"Voici le texte corrigé :

- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.

J'ai corrigé ""charcour"" en ""chargeur"", qui est le terme approprié dans le contexte de l'informatique.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_1,"Voici le texte corrigé :

- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.

J'ai corrigé ""charcour"" en ""chargeur"", qui est le terme approprié dans le contexte de l'informatique.",NONE,0.9945205479452055,0.7388663967611336,-0.257062714000513,99-100%,0.7388663967611336,-0.257062714000513,-0.257062714000513,-0.257062714000513,0.9945205479452055,Negative Improvement
2,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"Voici le texte corrigé :

- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.

Le texte fourni ne contenait pas d'erreurs dues à l'OCR. La correction n'a donc pas été nécessaire. La sortie est identique à l'entrée. 

Cependant, si l'on devait supposer des erreurs d'OCR, certaines corrections potentielles pourraient être envisagées, mais dans ce cas précis, le texte est déjà clair et bien formé. 

La sortie reste donc :
""- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.""",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_2,"Voici le texte corrigé :

- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.

Le texte fourni ne contenait pas d'erreurs dues à l'OCR. La correction n'a donc pas été nécessaire. La sortie",PRED-TEXT-TRUNCATED|,1.0,0.2980561555075594,-0.7019438444924406,99-100%,0.6682808716707022,-0.33171912832929784,-0.7019438444924406,-0.33171912832929784,1.0,Negative Improvement
3,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Le programme objet binaire est alors conservé dans une forme spéciale dite relcagable parce que le charcour qui le prendra en compte pourra le placer n'importe où. Mais ce ""hargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous : carlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce ""chargeur"", capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_3,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce ""chargeur"", capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",NONE,0.9714285714285714,0.9936507936507937,0.022875816993464086,80-99%,0.9936507936507937,0.022875816993464086,0.022875816993464086,0.022875816993464086,0.9714285714285714,Positive Improvement
4,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Le texte fourni ne contient pas d'erreurs dues à l'OCR, il est donc déjà correct.

Sortie :
""Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.""",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_4,"Le texte fourni ne contient pas d'erreurs dues à l'OCR, il est donc déjà correct.

Sortie :
""Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'in",PRED-TEXT-TRUNCATED|,1.0,0.6313725490196078,-0.3686274509803922,99-100%,0.5601659751037344,-0.43983402489626555,-0.3686274509803922,-0.43983402489626555,1.0,Negative Improvement
5,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,# Sous-programmes,No text,Sous-programmes,No text,"Puisque vous n'avez pas fourni le texte à corriger, je vais simuler un exemple de texte océrisé avec des erreurs pour démontrer le processus de correction.


## Exemple d'entrée :
""Le sous-prograrnme est une unité de code qul est conçue poru être réutilisée. 
Lors de l'appel d'un sous-prograrnme, le programme princopal transfère le contr8le à ce sous-programme.""

## Exemple de sortie :
""Le sous-programme est une unité de code qui est conçue pour être réutilisée. 
Lors de l'appel d'un sous-programme, le programme principal transfère le contrôle à ce sous-programme.""


Si vous fournissez maintenant le texte à corriger, je serai ravi de vous aider.


TEXTE À CORRIGER : # Sous-programmes (merci de fournir le texte réel pour que je puisse vous aider)",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_5,Puisque vous n'avez pas f,PRED-TEXT-TRUNCATED|,0.8823529411764706,0.019867549668874173,-0.9774834437086093,80-99%,0.16,-0.8186666666666667,-0.9774834437086093,-0.8186666666666667,0.8823529411764706,Negative Improvement
6,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Le texte fourni est déjà relativement clair et exempt d'erreurs majeures dues à l'OCR. Cependant, une relecture attentive permet de vérifier s'il contient des erreurs subtiles ou des caractères mal interprétés.


Voici le texte corrigé : 
""Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.""


Comme le texte d'origine ne contenait pas d'erreurs apparentes liées à l'OCR, la transcription reste identique. Les mots et la structure des phrases sont clairs et bien formés. Aucune correction n'a été nécessaire.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_6,"Le texte fourni est déjà relativement clair et exempt d'erreurs majeures dues à l'OCR. Cependant, une relecture attentive permet de vérifier s'il contient des erreurs subtiles ou des caractères mal interprétés.


Voici le texte corrigé : 
""Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autre",PRED-TEXT-TRUNCATED|,1.0,0.35492957746478876,-0.6450704225352113,99-100%,0.2698412698412698,-0.7301587301587302,-0.6450704225352113,-0.7301587301587302,1.0,Negative Improvement
7,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_7,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",NONE,0.9775280898876404,1.0,0.022988505747126495,80-99%,1.0,0.022988505747126495,0.022988505747126495,0.022988505747126495,0.9775280898876404,Positive Improvement
8,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sousprogramme, st dit fermé, et il faut y renvoyer par unerupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"Voici le texte transcrit correctement :

b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y revenir par une rupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.

J'ai corrigé les erreurs suivantes :
- ""st"" -> ""est""
- ""uneruption"" -> ""une rupture""
- ""renvoyer"" n'a pas été modifié car il est correct, mais ""y renvoyer"" a été changé en ""y revenir"" pour une formulation plus idiomatique en français, bien que ""renvoyer"" soit acceptable dans certains contextes. Cependant, pour rester au plus proche de la forme syntaxique et lexicale d'origine, j'ai finalement choisi de conserver la correction minimale nécessaire, ce qui donne ""y revenir"" comme choix le plus approprié pour une correction légère. 

Cependant, après réexamen pour suivre les instructions à la lettre et rester au plus proche de la forme originale, la correction ""y revenir"" est effectivement la plus pertinente car elle corrige l'erreur d'OCR (""uneruption"" -> ""une rupture"") et ajuste le verbe pour une formulation correcte (""revenir"" au lieu de ""renvoyer"" qui pourrait être considéré comme une modification plus importante si on cherchait à justifier ""renvoyer"" dans un certain contexte). La correction minimale et pertinente a donc été appliquée.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_8,"Voici le texte transcrit correctement :

b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y revenir par une rupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.

J'ai corrigé les erreurs suivantes :
- ""st"" -> ""est""
- ""uneruption"" -> ""une rupture""
- ""renvoyer"" n'a pas été modifié car il est correct, mais ""y renvoyer"" a été changé en ""y revenir"" pour une form",PRED-TEXT-TRUNCATED|,0.9896694214876033,0.30310716550412176,-0.6937288766096139,80-99%,0.661134163208852,-0.33196464510838336,-0.6937288766096139,-0.33196464510838336,0.9896694214876033,Negative Improvement
9,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,Un programme doit en général passer des paramètres à un sousprogramme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05,prompt_basic_01,prompt_basic_01,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.05.jsonl_9,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,NONE,0.99375,1.0,0.006289308176100607,99-100%,1.0,0.006289308176100607,0.006289308176100607,0.006289308176100607,0.99375,Positive Improvement
